Title,DocumentURL
Relationships between causal factors affecting future carbon dioxide output from Thailand's transportation sector under the government's sustainability policy: Expanding the SEM-VECM model,https://api.elsevier.com/content/abstract/scopus_id/85060520670
Mechanochemical-assisted heterogeneous surface modification of parawood microcrystalline cellulose and its effect on the properties of polypropylene composites,https://api.elsevier.com/content/abstract/scopus_id/85058332469
Sequential Fractionation of Palm Empty Fruit Bunch and Microwave-Assisted Depolymerization of Lignin for Producing Monophenolic Compounds,https://api.elsevier.com/content/abstract/scopus_id/85057626112
Enhancement of Hydrogen Evolution Reaction Performance of Graphitic Carbon Nitride with Incorporated Nickel Boride,https://api.elsevier.com/content/abstract/scopus_id/85057578970
Hemostatic efficacy of sheep-derived fibrin glue for liver biopsy in swine,https://api.elsevier.com/content/abstract/scopus_id/85152969667
"Plasmid profile of Enterococcus faecium and Enterococcus faecalis isolated from pigs, pork and humans in Thai-Laos border provinces",https://api.elsevier.com/content/abstract/scopus_id/85152957456
Ophthalmology Snapshot,https://api.elsevier.com/content/abstract/scopus_id/85152950212
ECG Quiz,https://api.elsevier.com/content/abstract/scopus_id/85152926723
Computed tomographic contrast enhancement and tumor angiogenesis in canine oral tumors,https://api.elsevier.com/content/abstract/scopus_id/85152923178
Efficacy of different vaccination programs of recombinant HVT-NDV vaccine against genotype VII NDV Challenge in broiler chickens,https://api.elsevier.com/content/abstract/scopus_id/85147427223
Emergence of a classical variant of porcine epidemic diarrhea virus novel to Thailand responsible for the milder clinical disease in a herd previously infected with a pandemic variant,https://api.elsevier.com/content/abstract/scopus_id/85134033351
Comparative ultrasonographic and computed tomographic images of the adrenal glands of healthy cats,https://api.elsevier.com/content/abstract/scopus_id/85130690048
"A preliminary study on diversity of midgut microbiota in Aedes aegypti (Linnaeus) and Culex quinquefasciatus (Say) collected from Bangkok, Thailand",https://api.elsevier.com/content/abstract/scopus_id/85120882431
Concomitant mycotic abdominal aortic aneurysm and lumbar tuberculous spondylitis with cauda equina syndrome: a rare condition — a case report and literature review,https://api.elsevier.com/content/abstract/scopus_id/85100201551
Predicting the present revisited: The case of Thailand,https://api.elsevier.com/content/abstract/scopus_id/85091699096
Survival time and prognosis factors in hypertrophic cardiomyopathy cats with congestive heart failure,https://api.elsevier.com/content/abstract/scopus_id/85090293808
"The potential use of phytoestrogen containing the herb, Pueraria mirifica, for bone healing in osteoporotic monkeys",https://api.elsevier.com/content/abstract/scopus_id/85082684208
Dynamic symmetry breaking in sat using augmented clauses with a polynomial-time lexicographic pruning,https://api.elsevier.com/content/abstract/scopus_id/85076352482
Approximation of positive integer in double-base number system with a single term,https://api.elsevier.com/content/abstract/scopus_id/85076340852
"Machine learning methods for abnormality detection in hard disk drive assembly process: Bi-LSTM, Wavelet-CNN and SVM",https://api.elsevier.com/content/abstract/scopus_id/85076335862
ALMA twenty-six arcmin<sup>2</sup> survey of GOODS-S at one millimeter (ASAGAO): Source catalog and number counts,https://api.elsevier.com/content/abstract/scopus_id/85071461260
Message from General Chairs,https://api.elsevier.com/content/abstract/scopus_id/85070861352
Railway network modeling using building block of timed coloured petri nets,https://api.elsevier.com/content/abstract/scopus_id/85070812664
Refactoring orchestrated web services into microservices using decomposition pattern,https://api.elsevier.com/content/abstract/scopus_id/85070806504
Skin Barrier Function and Atopic Dermatitis,https://api.elsevier.com/content/abstract/scopus_id/85069328095
Corundum with spinel corona from the Tan Huongtruc Lau area in Northern Vietnam,https://api.elsevier.com/content/abstract/scopus_id/85067075989
Effect of food additives on the quality of white shrimp (Litopenaeus vannamei),https://api.elsevier.com/content/abstract/scopus_id/85064709833
High infection rate of Zika virus in mosquitoes collected from an area of active Zika virus transmission in eastern Thailand,https://api.elsevier.com/content/abstract/scopus_id/85063690066
Antimicrobial and weed inhibitory activities of Senna spectabilis extracts against plant pathogens,https://api.elsevier.com/content/abstract/scopus_id/85063522895
D-minimal expansions of the real field have the zero set property,https://api.elsevier.com/content/abstract/scopus_id/85061602467
Current progress in production of flavonoids using systems and synthetic biology platforms,https://api.elsevier.com/content/abstract/scopus_id/85060882963
Mucuna pruriens seed extract promotes neurite outgrowth via ten-4 dependent and independent mechanisms in Neuro2a cells,https://api.elsevier.com/content/abstract/scopus_id/85060856625
A study into perioperative anaesthetic adverse events in Thailand (PAAd THAI): An analysis of suspected emergence delirium,https://api.elsevier.com/content/abstract/scopus_id/85060664134
Effect of emg biofeedback to improve hand function in children with cerebral palsy: A randomized controlled trial,https://api.elsevier.com/content/abstract/scopus_id/85060222612
Lipschitz retractions onto sphere vs spherical cup in a hilbert space,https://api.elsevier.com/content/abstract/scopus_id/85060162536
Mechanisms of carbapenem resistance in Acinetobacter pittii and Acinetobacter nosocomialis isolates from Thailand,https://api.elsevier.com/content/abstract/scopus_id/85059675381
Domain rearrangement and denaturation in Ebola virus protein VP40,https://api.elsevier.com/content/abstract/scopus_id/85059639710
Amyloidosis associated with long-standing enterobacter endocarditis in a dog,https://api.elsevier.com/content/abstract/scopus_id/85059609200
Musculoskeletal disorder and pain associated with smartphone use: A systematic review of biomechanical evidence,https://api.elsevier.com/content/abstract/scopus_id/85059588665
A New tocopherol derivative and cytotoxicity from the leaves of dalbergia velutina,https://api.elsevier.com/content/abstract/scopus_id/85059566810
Effecting factors of the mechanical properties of Thai Dendrocalamus gigantues bamboo,https://api.elsevier.com/content/abstract/scopus_id/85059556193
"Role of acute kidney injury biomarkers to guide renal replacement therapy initiation, what we learn from EARLY-RRT trial and FST trial?",https://api.elsevier.com/content/abstract/scopus_id/85059533501
Determining the amphipol distribution within membrane-protein fibre samples using small-angle neutron scattering,https://api.elsevier.com/content/abstract/scopus_id/85059500714
Angular analysis of the decay B+ →k+μ+μ- in proton-proton collisions at s =8 TeV,https://api.elsevier.com/content/abstract/scopus_id/85059477183
Search for pair-produced resonances decaying to quark pairs in proton-proton collisions at s =13 TeV,https://api.elsevier.com/content/abstract/scopus_id/85059460372
Long-term effectiveness of omalizumab treatment in Thai severe asthmatic patients: A real-life experience,https://api.elsevier.com/content/abstract/scopus_id/85059273699
Randomized comparison of caregivers' ability to use epinephrine autoinjectors and prefilled syringes for anaphylaxis,https://api.elsevier.com/content/abstract/scopus_id/85059259196
Effects of aerobic exercise and vitamin C supplementation on rhinitis symptoms in allergic rhinitis patients,https://api.elsevier.com/content/abstract/scopus_id/85059255766
First episode of preschool wheeze requiring hospitalization:a prospective study on the chance of recurrence and associated factors,https://api.elsevier.com/content/abstract/scopus_id/85059248986
"Differential dendritic cell responses to cell wall mannan of Candida albicans, Candida parapsilosis, and Candida dubliniensis",https://api.elsevier.com/content/abstract/scopus_id/85059230299
Common viral infections in kidney transplant recipients,https://api.elsevier.com/content/abstract/scopus_id/85059213990
Event shape variables measured using multijet final states in proton-proton collisions at √s=13 TeV,https://api.elsevier.com/content/abstract/scopus_id/85059087917
A nonrelativistic limit for AdS perturbations,https://api.elsevier.com/content/abstract/scopus_id/85058935797
Melittin induced G1 cell cycle arrest and apoptosis in Chago-K1 human bronchogenic carcinoma cells and inhibited the differentiation of THP-1 cells into tumour- associated macrophages,https://api.elsevier.com/content/abstract/scopus_id/85058926637
Alteration of urinary neutrophil gelatinase–associated lipocalin as a predictor of tacrolimus-induced chronic renal allograft fibrosis in tacrolimus dose adjustments following kidney transplantation,https://api.elsevier.com/content/abstract/scopus_id/85058917460
Rapid and sensitive detection of Chlamydia trachomatis sexually transmitted infections in resource-constrained settings in Thailand at the point-of-care,https://api.elsevier.com/content/abstract/scopus_id/85058915984
The utilization of the surviving sepsis campaign care bundles in the treatment of pediatric patients with severe sepsis or septic shock in a resource-limited environment: A prospective multicenter trial,https://api.elsevier.com/content/abstract/scopus_id/85058885422
A robust intracellular metabolite extraction protocol for human neutrophil metabolic profiling,https://api.elsevier.com/content/abstract/scopus_id/85058790064
Role of mucoprotective agents in endoscopic submucosal dissection-derived ulcers: A systematic review,https://api.elsevier.com/content/abstract/scopus_id/85058742898
GOODS-ALMA: 1.1 mm galaxy survey: I. Source catalog and optically dark galaxies,https://api.elsevier.com/content/abstract/scopus_id/85058716387
Complete genome analysis demonstrates multiple introductions of enterovirus 71 and coxsackievirus A16 recombinant strains into Thailand during the past decade,https://api.elsevier.com/content/abstract/scopus_id/85058472015
Two-state co-expression network analysis to identify genes related to salt tolerance in Thai rice,https://api.elsevier.com/content/abstract/scopus_id/85058457964
The [CII] emission as a molecular gas mass tracer in galaxies at low and high redshifts,https://api.elsevier.com/content/abstract/scopus_id/85058453548
Rice overexpressing OsNUC1-s reveals differential gene expression leading to yield loss reduction after salt stress at the booting stage,https://api.elsevier.com/content/abstract/scopus_id/85058382112
How might normative and mimetic pressures improve local government service performance reporting?,https://api.elsevier.com/content/abstract/scopus_id/85058362649
"The new 4th edition World Health Organization classification for thyroid tumors, Asian perspectives",https://api.elsevier.com/content/abstract/scopus_id/85058160421
The coexistence of Cushing syndrome and gynecomastia as the manifestations of adrenocortical carcinoma,https://api.elsevier.com/content/abstract/scopus_id/85057868138
Genetic diversity and relationships among Lyle's flying fox colonies in Thailand,https://api.elsevier.com/content/abstract/scopus_id/85057601344
Improving Thai word and sentence segmentation using linguistic knowledge,https://api.elsevier.com/content/abstract/scopus_id/85057554441
Baseline atrial fibrillation is associated with contrast-induced nephropathy after cardiac catheterization in coronary artery disease: Systemic review and meta-analysis,https://api.elsevier.com/content/abstract/scopus_id/85057539530
Extraction of Trend Keywords and stop words from Thai Facebook pages using character n-Grams,https://api.elsevier.com/content/abstract/scopus_id/85057420667
Numerical data on the shear stress distribution generated by a rotating rod within a stationary ring over a 35-mm cell culture dish,https://api.elsevier.com/content/abstract/scopus_id/85057321973
Adjunctive Use of Cidofovir and Intravenous Immunoglobulin to Treat Invasive Adenoviral Disease in Solid Organ Transplant Recipients,https://api.elsevier.com/content/abstract/scopus_id/85057237051
"Two regulators, PA3898 and PA2100, modulate the pseudomonas aeruginosa multidrug resistance MexAB-OprM and EmrAB efflux pumps and biofilm formation",https://api.elsevier.com/content/abstract/scopus_id/85057147112
Low-density lipoprotein cholesterol target attainment in patients with stable or acute coronary heart disease in the Asia-Pacific region: results from the Dyslipidemia International Study II,https://api.elsevier.com/content/abstract/scopus_id/85057083547
"Data analysis of the U–Pb geochronology and Lu–Hf system in zircon and whole-rock Sr, Sm–Nd and Pb isotopic systems for the granitoids of Thailand",https://api.elsevier.com/content/abstract/scopus_id/85056844710
Cell wall mannan of Candida krusei mediates dendritic cell apoptosis and orchestrates Th17 polarization via TLR-2/MyD88-dependent pathway,https://api.elsevier.com/content/abstract/scopus_id/85056802291
Relations between cardinalities of the finite sequences and the finite subsets of a set,https://api.elsevier.com/content/abstract/scopus_id/85056695606
AFOMP policy number 6: code of ethics for medical physicists in AFOMP Countries,https://api.elsevier.com/content/abstract/scopus_id/85056354694
The Effect of a Brief HIV Prevention Program on Risk Reduction Behaviors Among Thai Men Diagnosed With Sexually Transmitted Infections,https://api.elsevier.com/content/abstract/scopus_id/85056335704
Impact of AlCl3 and FeCl2 Addition on Catalytic Behaviors of TiCl4/MgCl2/THF Catalysts for Ethylene Polymerization and Ethylene/1-Hexene Copolymerization,https://api.elsevier.com/content/abstract/scopus_id/85056276634
Cardol triene inhibits dengue infectivity by targeting kl loops and preventing envelope fusion,https://api.elsevier.com/content/abstract/scopus_id/85056261357
The metal kiln with heat distribution pipes for high quality charcoal and wood vinegar production,https://api.elsevier.com/content/abstract/scopus_id/85056200000
"Major depression model induced by repeated and intermittent lipopolysaccharide administration: Long-lasting behavioral, neuroimmune and neuroprogressive alterations",https://api.elsevier.com/content/abstract/scopus_id/85056162378
"Metal accumulation in the marine bivalve, Marcia optima collected from the coastal area of Phuket Bay, Thailand",https://api.elsevier.com/content/abstract/scopus_id/85055877820
Incorporation of <sup>13</sup> C-HCO <inf>3</inf><sup>−</sup> by ammonia-oxidizing archaea and bacteria during ammonia oxidation of sludge from a municipal wastewater treatment plant,https://api.elsevier.com/content/abstract/scopus_id/85055710234
Effects of varying soil and atmospheric water deficit on water use characteristics of tropical street tree species,https://api.elsevier.com/content/abstract/scopus_id/85055624059
"The benefits of angiotensin-converting enzyme inhibitors/angiotensin II receptor blockers combined with calcium channel blockers on metabolic, renal, and cardiovascular outcomes in hypertensive patients: a meta-analysis",https://api.elsevier.com/content/abstract/scopus_id/85055561549
Comparison between digital image analysis and visual assessment of immunohistochemical HER2 expression in breast cancer,https://api.elsevier.com/content/abstract/scopus_id/85055491350
Chitosan-based nanoparticles with damnacanthal suppress CRM1 expression,https://api.elsevier.com/content/abstract/scopus_id/85055205421
Evaluation of Plasmodium vivax isolates in Thailand using polymorphic markers Plasmodium merozoite surface protein (PvMSP) 1 and PvMSP3,https://api.elsevier.com/content/abstract/scopus_id/85055199276
Detection of host pathways universally inhibited after Plasmodium yoelii infection for immune intervention,https://api.elsevier.com/content/abstract/scopus_id/85055080877
Classification of unusual insertion of the pectoralis minor muscle,https://api.elsevier.com/content/abstract/scopus_id/85055049678
Scaling laws for static displacement of linearly elastic cracked beam by energy method,https://api.elsevier.com/content/abstract/scopus_id/85055028853
Data in support of photosynthetic responses in a chromosome segment substitution line of ‘Khao Dawk Mali 105’ rice at seedling stage,https://api.elsevier.com/content/abstract/scopus_id/85054876704
"Inflammatory reaction, clinical efficacy, and safety of bacterial cellulose wound dressing containing silk sericin and polyhexamethylene biguanide for wound treatment",https://api.elsevier.com/content/abstract/scopus_id/85054801027
Caring for Thai Older Persons With Long-Term Care Needs,https://api.elsevier.com/content/abstract/scopus_id/85054643077
Facilitated transport of cadmium with montmorillonite KSF colloids under different pH conditions in water-saturated sand columns: Experiment and transport modeling,https://api.elsevier.com/content/abstract/scopus_id/85054621002
"Adaptive effect of sericin on hepatic mitochondrial conformation through its regulation of apoptosis, autophagy and energy maintenance: a proteomics approach",https://api.elsevier.com/content/abstract/scopus_id/85054588423
Discharge Performance of Zinc-Air Flow Batteries Under the Effects of Sodium Dodecyl Sulfate and Pluronic F-127,https://api.elsevier.com/content/abstract/scopus_id/85054584634
Influence of anisotropic properties on vertical vibrations of circular foundation on saturated elastic layer,https://api.elsevier.com/content/abstract/scopus_id/85054443060
Generation and characterization of hepatocellular carcinoma cell lines with enhanced cancer stem cell potential,https://api.elsevier.com/content/abstract/scopus_id/85054308952
Evaluation of different pretreatments of Napier grass for enzymatic saccharification and ethanol production,https://api.elsevier.com/content/abstract/scopus_id/85054194780
Biofuel production via the pyrolysis of sugarcane (Saccharum officinarum L.) leaves: Characterization of the optimal conditions,https://api.elsevier.com/content/abstract/scopus_id/85054184001
Is the occiput-wall distance valid and reliable to determine the presence of thoracic hyperkyphosis?,https://api.elsevier.com/content/abstract/scopus_id/85054140369
Optimization of process parameters using response surface methodology for Pd(II) extraction with quaternary ammonium salt from chloride medium: kinetic and thermodynamics study,https://api.elsevier.com/content/abstract/scopus_id/85053893979
Loss of Gsα in osteocytes leads to osteopenia due to sclerostin induced suppression of osteoblast activity,https://api.elsevier.com/content/abstract/scopus_id/85053832338
Intracatheter Antifungal Lock Leading to Detrimental Complications,https://api.elsevier.com/content/abstract/scopus_id/85053831669
Optimization of exposure parameters in dental cone beam computed tomography using a 3-step approach,https://api.elsevier.com/content/abstract/scopus_id/85053619106
Distinctive features of low-grade myofibroblastic sarcoma on aspiration cytology: A case report,https://api.elsevier.com/content/abstract/scopus_id/85053495818
A randomized trial of low-dose gabapentin for post hospitalization relapse prevention in a Thai clinical sample of alcohol dependence,https://api.elsevier.com/content/abstract/scopus_id/85053492921
Three-dimensional lower bound finite element limit analysis of Hoek-Brown material using semidefinite programming,https://api.elsevier.com/content/abstract/scopus_id/85053439955
Clinical and functional studies of two novel variants in the LPL gene in subjects with severe hypertriglyceridemia,https://api.elsevier.com/content/abstract/scopus_id/85053423390
Topical drug delivery to the posterior segment of the eye: The effect of benzalkonium chloride on topical dexamethasone penetration into the eye in vivo,https://api.elsevier.com/content/abstract/scopus_id/85053401902
"Effect of pressure on the structure stability, electronic structure and band gap engineering in Zn<inf>16</inf>O<inf>1</inf>S<inf>15</inf>",https://api.elsevier.com/content/abstract/scopus_id/85053189146
Co-overexpression of native phospholipid-biosynthetic genes plsX and plsC enhances lipid production in Synechocystis sp. PCC 6803,https://api.elsevier.com/content/abstract/scopus_id/85053174978
Two host gut-derived lactic acid bacteria activate the proPO system and increase resistance to an AHPND-causing strain of Vibrio parahaemolyticus in the shrimp Litopenaeus vannamei,https://api.elsevier.com/content/abstract/scopus_id/85053081646
Improved Survival of Elderly-fit Patients With Acute Myeloid Leukemia Requiring Intensive Therapy: 3-Year Multicenter Analysis From TALWG,https://api.elsevier.com/content/abstract/scopus_id/85053010803
Changes of cardiac function in diabetic dogs,https://api.elsevier.com/content/abstract/scopus_id/85052987188
Quinolone-resistant phenotype of Flavobacterium columnare isolates harbouring point mutations both in gyrA and parC but not in gyrB or parE,https://api.elsevier.com/content/abstract/scopus_id/85052985058
Mechanistic aspect based on the role of reactive oxidizing species (ROS) in macroscopic level on the glycerol photooxidation over defected and defected-free TiO<inf>2</inf>,https://api.elsevier.com/content/abstract/scopus_id/85052852129
The crucial role of density functional nonlocality and on-axis CH<inf>3</inf>NH<inf>3</inf> rotation induced I<inf>2</inf> formation in hybrid organic-inorganic CH<inf>3</inf>NH<inf>3</inf>PbI<inf>3</inf> cubic perovskite,https://api.elsevier.com/content/abstract/scopus_id/85052757960
High tissue eosinophilia as a marker to predict recurrence for eosinophilic chronic rhinosinusitis: a systematic review and meta-analysis,https://api.elsevier.com/content/abstract/scopus_id/85052749282
Constitutive equations for vertical upward two-phase flow in rod bundle,https://api.elsevier.com/content/abstract/scopus_id/85052727555
"Serological evidence of duck Tembusu virus infection in free-grazing ducks, Thailand",https://api.elsevier.com/content/abstract/scopus_id/85052652006
Evaluation of dielectric cure monitoring for in situ measurement of natural rubber vulcanization,https://api.elsevier.com/content/abstract/scopus_id/85052635594
A spectroscopic study of indigo dye in aqueous solution: A combined experimental and TD-DFT study,https://api.elsevier.com/content/abstract/scopus_id/85052488654
"Permian–Triassic back-arc basin development in response to Paleo-Tethys subduction, Sa Kaeo–Chanthaburi area in Southeastern Thailand",https://api.elsevier.com/content/abstract/scopus_id/85052472790
Ultrasound evaluation of arterial anastomosis of the forehead,https://api.elsevier.com/content/abstract/scopus_id/85052374832
Factorizable non-atomic copulas,https://api.elsevier.com/content/abstract/scopus_id/85052213936
Characterization of N-type and P-type Aluminum Antimonides on Si substrates for room-temperature optoelectronic devices,https://api.elsevier.com/content/abstract/scopus_id/85051824569
Cortical Bone Loss in a Spontaneous Murine Model of Systemic Lupus Erythematosus,https://api.elsevier.com/content/abstract/scopus_id/85051757660
